,img_path,label
28,/home/royliu/Documents/dataset/traffic/none_empty_road/2_none_empty_304_v3.jpg,1
29,/home/royliu/Documents/dataset/traffic/none_empty_road/v1ight__13_none_empty_61.jpg,1
30,/home/royliu/Documents/dataset/traffic/none_empty_road/v1_none_empty_144.jpg,1
31,/home/royliu/Documents/dataset/traffic/none_empty_road/v1ight__5_none_empty_403.jpg,1
32,/home/royliu/Documents/dataset/traffic/none_empty_road/v1lip__23_none_empty_150.jpg,1
33,/home/royliu/Documents/dataset/traffic/none_empty_road/rot__2_none_empty_975_v3.jpg,1
34,/home/royliu/Documents/dataset/traffic/none_empty_road/light__2_none_empty_29.jpg,1
35,/home/royliu/Documents/dataset/traffic/none_empty_road/v1ot__5_none_empty_484.jpg,1
36,/home/royliu/Documents/dataset/traffic/none_empty_road/rot__0_none_empty_172_v3.jpg,1
37,/home/royliu/Documents/dataset/traffic/none_empty_road/2_none_empty_74.jpg,1
38,/home/royliu/Documents/dataset/traffic/none_empty_road/v1ight__21_none_empty_13.jpg,1
39,/home/royliu/Documents/dataset/traffic/none_empty_road/flip__2_none_empty_697_v3.jpg,1
40,/home/royliu/Documents/dataset/traffic/none_empty_road/0_none_empty_190_v3.jpg,1
41,/home/royliu/Documents/dataset/traffic/none_empty_road/v1ot__23_none_empty_416.jpg,1
42,/home/royliu/Documents/dataset/traffic/none_empty_road/blur__0_none_empty_36_v3.jpg,1
43,/home/royliu/Documents/dataset/traffic/none_empty_road/v1lur__7_none_empty_66.jpg,1
44,/home/royliu/Documents/dataset/traffic/none_empty_road/v1ight__23_none_empty_13.jpg,1
45,/home/royliu/Documents/dataset/traffic/none_empty_road/2_none_empty_258_v3.jpg,1
46,/home/royliu/Documents/dataset/traffic/none_empty_road/2_none_empty_479_v3.jpg,1
47,/home/royliu/Documents/dataset/traffic/none_empty_road/v1ight__23_none_empty_209.jpg,1
48,/home/royliu/Documents/dataset/traffic/none_empty_road/4_none_empty_111.jpg,1
49,/home/royliu/Documents/dataset/traffic/none_empty_road/2_none_empty_227_v3.jpg,1
50,/home/royliu/Documents/dataset/traffic/none_empty_road/0_none_empty_4_v3.jpg,1
51,/home/royliu/Documents/dataset/traffic/none_empty_road/v16_empty_8.jpg,1
52,/home/royliu/Documents/dataset/traffic/none_empty_road/v1ight__5_none_empty_159.jpg,1
53,/home/royliu/Documents/dataset/traffic/none_empty_road/2_none_empty_548_v3.jpg,1
54,/home/royliu/Documents/dataset/traffic/none_empty_road/v1ight__19_none_empty_17.jpg,1
55,/home/royliu/Documents/dataset/traffic/none_empty_road/v13_none_empty_361.jpg,1
56,/home/royliu/Documents/dataset/traffic/none_empty_road/0_none_empty_297_v3.jpg,1
57,/home/royliu/Documents/dataset/traffic/none_empty_road/v13_none_empty_586.jpg,1
58,/home/royliu/Documents/dataset/traffic/none_empty_road/rot__0_none_empty_51_v3.jpg,1
59,/home/royliu/Documents/dataset/traffic/none_empty_road/v1lur__21_none_empty_20.jpg,1
60,/home/royliu/Documents/dataset/traffic/none_empty_road/v13_none_empty_525.jpg,1
61,/home/royliu/Documents/dataset/traffic/none_empty_road/v15_none_empty_256.jpg,1
62,/home/royliu/Documents/dataset/traffic/none_empty_road/v1ot__5_none_empty_483.jpg,1
63,/home/royliu/Documents/dataset/traffic/none_empty_road/2_none_empty_785_v3.jpg,1
64,/home/royliu/Documents/dataset/traffic/none_empty_road/v1ot__21_none_empty_59.jpg,1
65,/home/royliu/Documents/dataset/traffic/none_empty_road/2_none_empty_217_v3.jpg,1
66,/home/royliu/Documents/dataset/traffic/none_empty_road/rot__0_none_empty_362_v3.jpg,1
67,/home/royliu/Documents/dataset/traffic/none_empty_road/v13_none_empty_57.jpg,1
68,/home/royliu/Documents/dataset/traffic/none_empty_road/v1ight__21_none_empty_2.jpg,1
69,/home/royliu/Documents/dataset/traffic/none_empty_road/0_none_empty_154_v3.jpg,1
70,/home/royliu/Documents/dataset/traffic/none_empty_road/rot__2_none_empty_549_v3.jpg,1
71,/home/royliu/Documents/dataset/traffic/none_empty_road/v1_none_empty_543.jpg,1
72,/home/royliu/Documents/dataset/traffic/none_empty_road/2_none_empty_416_v3.jpg,1
73,/home/royliu/Documents/dataset/traffic/none_empty_road/v1lip__7_none_empty_42.jpg,1
74,/home/royliu/Documents/dataset/traffic/none_empty_road/v17_none_empty_54.jpg,1
75,/home/royliu/Documents/dataset/traffic/none_empty_road/v13_none_empty_412.jpg,1
76,/home/royliu/Documents/dataset/traffic/none_empty_road/rot__2_none_empty_502_v3.jpg,1
77,/home/royliu/Documents/dataset/traffic/none_empty_road/v1lip__5_none_empty_420.jpg,1
78,/home/royliu/Documents/dataset/traffic/none_empty_road/v1ight__13_none_empty_494.jpg,1
79,/home/royliu/Documents/dataset/traffic/none_empty_road/2_none_empty_495_v3.jpg,1
80,/home/royliu/Documents/dataset/traffic/none_empty_road/v1ot__23_none_empty_47.jpg,1
81,/home/royliu/Documents/dataset/traffic/none_empty_road/v13_none_empty_226.jpg,1
82,/home/royliu/Documents/dataset/traffic/none_empty_road/v1ight__15_none_empty_217.jpg,1
83,/home/royliu/Documents/dataset/traffic/none_empty_road/v1lip__23_none_empty_43.jpg,1
84,/home/royliu/Documents/dataset/traffic/none_empty_road/rot__4_none_empty_108.jpg,1
85,/home/royliu/Documents/dataset/traffic/none_empty_road/v1lur__21_none_empty_34.jpg,1
86,/home/royliu/Documents/dataset/traffic/none_empty_road/2_none_empty_9.jpg,1
87,/home/royliu/Documents/dataset/traffic/none_empty_road/v15_none_empty_93.jpg,1
88,/home/royliu/Documents/dataset/traffic/none_empty_road/v1_none_empty_52.jpg,1
89,/home/royliu/Documents/dataset/traffic/none_empty_road/v1_none_empty_83.jpg,1
90,/home/royliu/Documents/dataset/traffic/none_empty_road/0_none_empty_233_v3.jpg,1
91,/home/royliu/Documents/dataset/traffic/none_empty_road/flip__2_none_empty_146_v3.jpg,1
92,/home/royliu/Documents/dataset/traffic/none_empty_road/v1lur__5_none_empty_166.jpg,1
93,/home/royliu/Documents/dataset/traffic/none_empty_road/v1ight__7_none_empty_217.jpg,1
94,/home/royliu/Documents/dataset/traffic/none_empty_road/2_none_empty_28_v3.jpg,1
95,/home/royliu/Documents/dataset/traffic/none_empty_road/rot__4_none_empty_166.jpg,1
96,/home/royliu/Documents/dataset/traffic/none_empty_road/2_none_empty_725_v3.jpg,1
97,/home/royliu/Documents/dataset/traffic/none_empty_road/v1lip__15_none_empty_50.jpg,1
98,/home/royliu/Documents/dataset/traffic/none_empty_road/flip__2_none_empty_573_v3.jpg,1
99,/home/royliu/Documents/dataset/traffic/none_empty_road/blur__2_none_empty_332_v3.jpg,1
100,/home/royliu/Documents/dataset/traffic/none_empty_road/v1ot__19_none_empty_21.jpg,1
101,/home/royliu/Documents/dataset/traffic/none_empty_road/2_none_empty_452_v3.jpg,1
102,/home/royliu/Documents/dataset/traffic/none_empty_road/v13_none_empty_76.jpg,1
103,/home/royliu/Documents/dataset/traffic/none_empty_road/flip__2_none_empty_519_v3.jpg,1
104,/home/royliu/Documents/dataset/traffic/none_empty_road/v1lip__5_none_empty_39.jpg,1
105,/home/royliu/Documents/dataset/traffic/none_empty_road/flip__2_none_empty_404_v3.jpg,1
106,/home/royliu/Documents/dataset/traffic/none_empty_road/light__4_none_empty_103.jpg,1
107,/home/royliu/Documents/dataset/traffic/none_empty_road/v1lip__5_none_empty_387.jpg,1
108,/home/royliu/Documents/dataset/traffic/none_empty_road/2_none_empty_436_v3.jpg,1
109,/home/royliu/Documents/dataset/traffic/none_empty_road/flip__2_none_empty_641_v3.jpg,1
110,/home/royliu/Documents/dataset/traffic/none_empty_road/v13_none_empty_41.jpg,1
111,/home/royliu/Documents/dataset/traffic/none_empty_road/v1lur__15_none_empty_119.jpg,1
112,/home/royliu/Documents/dataset/traffic/none_empty_road/flip__2_none_empty_769_v3.jpg,1
113,/home/royliu/Documents/dataset/traffic/none_empty_road/v13_none_empty_493.jpg,1
114,/home/royliu/Documents/dataset/traffic/none_empty_road/2_none_empty_58_v3.jpg,1
115,/home/royliu/Documents/dataset/traffic/none_empty_road/v1lip__23_none_empty_199.jpg,1
116,/home/royliu/Documents/dataset/traffic/none_empty_road/v11_none_empty_13.jpg,1
117,/home/royliu/Documents/dataset/traffic/none_empty_road/2_none_empty_104.jpg,1
118,/home/royliu/Documents/dataset/traffic/none_empty_road/v1_none_empty_331.jpg,1
119,/home/royliu/Documents/dataset/traffic/none_empty_road/flip__2_none_empty_974_v3.jpg,1
120,/home/royliu/Documents/dataset/traffic/none_empty_road/light__2_none_empty_284_v3.jpg,1
121,/home/royliu/Documents/dataset/traffic/none_empty_road/blur__0_none_empty_313_v3.jpg,1
122,/home/royliu/Documents/dataset/traffic/none_empty_road/blur__2_none_empty_403_v3.jpg,1
123,/home/royliu/Documents/dataset/traffic/none_empty_road/flip__2_none_empty_548_v3.jpg,1
124,/home/royliu/Documents/dataset/traffic/none_empty_road/flip__0_none_empty_263_v3.jpg,1
125,/home/royliu/Documents/dataset/traffic/none_empty_road/v13_none_empty_252.jpg,1
126,/home/royliu/Documents/dataset/traffic/none_empty_road/v13_none_empty_409.jpg,1
127,/home/royliu/Documents/dataset/traffic/none_empty_road/2_none_empty_923_v3.jpg,1
128,/home/royliu/Documents/dataset/traffic/none_empty_road/v1lur__13_none_empty_473.jpg,1
129,/home/royliu/Documents/dataset/traffic/none_empty_road/2_none_empty_724_v3.jpg,1
130,/home/royliu/Documents/dataset/traffic/none_empty_road/v11_none_empty_129.jpg,1
131,/home/royliu/Documents/dataset/traffic/none_empty_road/v1lip__9_none_empty_18.jpg,1
132,/home/royliu/Documents/dataset/traffic/none_empty_road/v1_none_empty_149.jpg,1
133,/home/royliu/Documents/dataset/traffic/none_empty_road/v13_none_empty_186.jpg,1
134,/home/royliu/Documents/dataset/traffic/none_empty_road/v1_none_empty_351.jpg,1
135,/home/royliu/Documents/dataset/traffic/none_empty_road/v13_none_empty_144.jpg,1
136,/home/royliu/Documents/dataset/traffic/none_empty_road/2_none_empty_282_v3.jpg,1
137,/home/royliu/Documents/dataset/traffic/none_empty_road/v1ight__21_none_empty_20.jpg,1
138,/home/royliu/Documents/dataset/traffic/none_empty_road/v1ight__13_none_empty_584.jpg,1
139,/home/royliu/Documents/dataset/traffic/none_empty_road/v11_none_empty_119.jpg,1
140,/home/royliu/Documents/dataset/traffic/none_empty_road/v1lip__21_none_empty_81.jpg,1
141,/home/royliu/Documents/dataset/traffic/none_empty_road/2_none_empty_473_v3.jpg,1
142,/home/royliu/Documents/dataset/traffic/none_empty_road/v1ight__15_none_empty_52.jpg,1
143,/home/royliu/Documents/dataset/traffic/none_empty_road/blur__4_none_empty_181.jpg,1
144,/home/royliu/Documents/dataset/traffic/none_empty_road/v11_none_empty_126.jpg,1
145,/home/royliu/Documents/dataset/traffic/none_empty_road/rot__2_none_empty_84.jpg,1
146,/home/royliu/Documents/dataset/traffic/none_empty_road/v1_none_empty_326.jpg,1
147,/home/royliu/Documents/dataset/traffic/none_empty_road/v13_none_empty_370.jpg,1
148,/home/royliu/Documents/dataset/traffic/none_empty_road/2_none_empty_185_v3.jpg,1
149,/home/royliu/Documents/dataset/traffic/none_empty_road/v1ight__5_none_empty_290.jpg,1
150,/home/royliu/Documents/dataset/traffic/none_empty_road/v13_none_empty_435.jpg,1
151,/home/royliu/Documents/dataset/traffic/none_empty_road/v13_none_empty_367.jpg,1
152,/home/royliu/Documents/dataset/traffic/none_empty_road/v1ight__23_none_empty_77.jpg,1
153,/home/royliu/Documents/dataset/traffic/none_empty_road/blur__2_none_empty_22_v3.jpg,1
154,/home/royliu/Documents/dataset/traffic/none_empty_road/v1_none_empty_59.jpg,1
155,/home/royliu/Documents/dataset/traffic/none_empty_road/light__4_none_empty_170.jpg,1
156,/home/royliu/Documents/dataset/traffic/none_empty_road/v13_none_empty_543.jpg,1
157,/home/royliu/Documents/dataset/traffic/none_empty_road/v13_none_empty_495.jpg,1
158,/home/royliu/Documents/dataset/traffic/none_empty_road/0_none_empty_302_v3.jpg,1
159,/home/royliu/Documents/dataset/traffic/none_empty_road/v1_none_empty_318.jpg,1
160,/home/royliu/Documents/dataset/traffic/none_empty_road/v15_none_empty_43.jpg,1
161,/home/royliu/Documents/dataset/traffic/none_empty_road/v1_none_empty_487.jpg,1
162,/home/royliu/Documents/dataset/traffic/none_empty_road/v1_none_empty_112.jpg,1
163,/home/royliu/Documents/dataset/traffic/none_empty_road/v1ight__13_none_empty_318.jpg,1
164,/home/royliu/Documents/dataset/traffic/none_empty_road/0_none_empty_244_v3.jpg,1
165,/home/royliu/Documents/dataset/traffic/none_empty_road/v1lip__11_none_empty_35.jpg,1
166,/home/royliu/Documents/dataset/traffic/none_empty_road/0_none_empty_56_v3.jpg,1
167,/home/royliu/Documents/dataset/traffic/none_empty_road/0_none_empty_16.jpg,1
168,/home/royliu/Documents/dataset/traffic/none_empty_road/v17_none_empty_66.jpg,1
169,/home/royliu/Documents/dataset/traffic/none_empty_road/2_none_empty_277_v3.jpg,1
170,/home/royliu/Documents/dataset/traffic/none_empty_road/blur__2_none_empty_63.jpg,1
171,/home/royliu/Documents/dataset/traffic/none_empty_road/v1_none_empty_374.jpg,1
172,/home/royliu/Documents/dataset/traffic/none_empty_road/v1_none_empty_89.jpg,1
173,/home/royliu/Documents/dataset/traffic/none_empty_road/v13_none_empty_201.jpg,1
174,/home/royliu/Documents/dataset/traffic/none_empty_road/v1_none_empty_106.jpg,1
175,/home/royliu/Documents/dataset/traffic/none_empty_road/2_none_empty_634_v3.jpg,1
176,/home/royliu/Documents/dataset/traffic/none_empty_road/v1_none_empty_158.jpg,1
177,/home/royliu/Documents/dataset/traffic/none_empty_road/v11_none_empty_115.jpg,1
178,/home/royliu/Documents/dataset/traffic/none_empty_road/flip__0_none_empty_152_v3.jpg,1
179,/home/royliu/Documents/dataset/traffic/none_empty_road/v1lip__11_none_empty_21.jpg,1
180,/home/royliu/Documents/dataset/traffic/none_empty_road/v1lip__15_none_empty_33.jpg,1
181,/home/royliu/Documents/dataset/traffic/none_empty_road/v1ight__7_none_empty_174.jpg,1
182,/home/royliu/Documents/dataset/traffic/none_empty_road/2_none_empty_537_v3.jpg,1
183,/home/royliu/Documents/dataset/traffic/none_empty_road/v13_none_empty_599.jpg,1
184,/home/royliu/Documents/dataset/traffic/none_empty_road/v11_none_empty_45.jpg,1
185,/home/royliu/Documents/dataset/traffic/none_empty_road/2_none_empty_364_v3.jpg,1
186,/home/royliu/Documents/dataset/traffic/none_empty_road/v1_none_empty_210.jpg,1
187,/home/royliu/Documents/dataset/traffic/none_empty_road/flip__2_none_empty_868_v3.jpg,1
188,/home/royliu/Documents/dataset/traffic/none_empty_road/light__0_none_empty_190_v3.jpg,1
189,/home/royliu/Documents/dataset/traffic/none_empty_road/0_none_empty_160_v3.jpg,1
190,/home/royliu/Documents/dataset/traffic/none_empty_road/3_none_empty_29.jpg,1
191,/home/royliu/Documents/dataset/traffic/none_empty_road/v11_none_empty_110.jpg,1
192,/home/royliu/Documents/dataset/traffic/none_empty_road/v13_none_empty_288.jpg,1
193,/home/royliu/Documents/dataset/traffic/none_empty_road/v15_none_empty_242.jpg,1
194,/home/royliu/Documents/dataset/traffic/none_empty_road/blur__4_none_empty_39.jpg,1
195,/home/royliu/Documents/dataset/traffic/none_empty_road/v1_none_empty_55.jpg,1
196,/home/royliu/Documents/dataset/traffic/none_empty_road/blur__2_none_empty_459_v3.jpg,1
197,/home/royliu/Documents/dataset/traffic/none_empty_road/2_none_empty_886_v3.jpg,1
198,/home/royliu/Documents/dataset/traffic/none_empty_road/v1ight__13_none_empty_454.jpg,1
199,/home/royliu/Documents/dataset/traffic/none_empty_road/v15_none_empty_144.jpg,1
200,/home/royliu/Documents/dataset/traffic/none_empty_road/rot__2_none_empty_201_v3.jpg,1
201,/home/royliu/Documents/dataset/traffic/none_empty_road/2_none_empty_216_v3.jpg,1
202,/home/royliu/Documents/dataset/traffic/none_empty_road/v1lip__5_none_empty_430.jpg,1
203,/home/royliu/Documents/dataset/traffic/none_empty_road/v1lip__5_none_empty_474.jpg,1
204,/home/royliu/Documents/dataset/traffic/none_empty_road/v1_none_empty_27.jpg,1
205,/home/royliu/Documents/dataset/traffic/none_empty_road/v11_none_empty_131.jpg,1
206,/home/royliu/Documents/dataset/traffic/none_empty_road/v13_none_empty_156.jpg,1
207,/home/royliu/Documents/dataset/traffic/none_empty_road/v13_none_empty_339.jpg,1
208,/home/royliu/Documents/dataset/traffic/none_empty_road/v15_none_empty_74.jpg,1
209,/home/royliu/Documents/dataset/traffic/none_empty_road/v1ight__21_none_empty_48.jpg,1
210,/home/royliu/Documents/dataset/traffic/none_empty_road/v13_none_empty_117.jpg,1
211,/home/royliu/Documents/dataset/traffic/none_empty_road/v1lip__5_none_empty_305.jpg,1
212,/home/royliu/Documents/dataset/traffic/none_empty_road/rot__0_none_empty_257_v3.jpg,1
213,/home/royliu/Documents/dataset/traffic/none_empty_road/v15_none_empty_5.jpg,1
214,/home/royliu/Documents/dataset/traffic/none_empty_road/0_none_empty_269_v3.jpg,1
215,/home/royliu/Documents/dataset/traffic/none_empty_road/0_none_empty_367_v3.jpg,1
216,/home/royliu/Documents/dataset/traffic/none_empty_road/v1lip__9_none_empty_2.jpg,1
217,/home/royliu/Documents/dataset/traffic/none_empty_road/v1lur__21_none_empty_85.jpg,1
218,/home/royliu/Documents/dataset/traffic/none_empty_road/v13_none_empty_0.jpg,1
219,/home/royliu/Documents/dataset/traffic/none_empty_road/2_none_empty_738_v3.jpg,1
220,/home/royliu/Documents/dataset/traffic/none_empty_road/v11_none_empty_87.jpg,1
221,/home/royliu/Documents/dataset/traffic/none_empty_road/2_none_empty_682_v3.jpg,1
222,/home/royliu/Documents/dataset/traffic/none_empty_road/v1_none_empty_84.jpg,1
223,/home/royliu/Documents/dataset/traffic/none_empty_road/0_none_empty_341_v3.jpg,1
224,/home/royliu/Documents/dataset/traffic/none_empty_road/v11_none_empty_116.jpg,1
225,/home/royliu/Documents/dataset/traffic/none_empty_road/v1ot__13_none_empty_91.jpg,1
226,/home/royliu/Documents/dataset/traffic/none_empty_road/2_none_empty_710_v3.jpg,1
227,/home/royliu/Documents/dataset/traffic/none_empty_road/4_none_empty_119.jpg,1
228,/home/royliu/Documents/dataset/traffic/none_empty_road/light__0_none_empty_62_v3.jpg,1
229,/home/royliu/Documents/dataset/traffic/none_empty_road/4_none_empty_24.jpg,1
230,/home/royliu/Documents/dataset/traffic/none_empty_road/rot__2_none_empty_505_v3.jpg,1
231,/home/royliu/Documents/dataset/traffic/none_empty_road/2_none_empty_341_v3.jpg,1
232,/home/royliu/Documents/dataset/traffic/none_empty_road/v10_none_empty_3.jpg,1
233,/home/royliu/Documents/dataset/traffic/none_empty_road/2_none_empty_512_v3.jpg,1
234,/home/royliu/Documents/dataset/traffic/none_empty_road/blur__2_none_empty_309_v3.jpg,1
235,/home/royliu/Documents/dataset/traffic/none_empty_road/v1lur__23_none_empty_66.jpg,1
236,/home/royliu/Documents/dataset/traffic/none_empty_road/flip__2_none_empty_132_v3.jpg,1
237,/home/royliu/Documents/dataset/traffic/none_empty_road/2_none_empty_914_v3.jpg,1
238,/home/royliu/Documents/dataset/traffic/none_empty_road/2_none_empty_103.jpg,1
239,/home/royliu/Documents/dataset/traffic/none_empty_road/v1ight__13_none_empty_81.jpg,1
240,/home/royliu/Documents/dataset/traffic/none_empty_road/2_none_empty_898_v3.jpg,1
241,/home/royliu/Documents/dataset/traffic/none_empty_road/flip__6_none_empty_13.jpg,1
242,/home/royliu/Documents/dataset/traffic/none_empty_road/v1lur__7_none_empty_152.jpg,1
243,/home/royliu/Documents/dataset/traffic/none_empty_road/v1lur__5_none_empty_409.jpg,1
244,/home/royliu/Documents/dataset/traffic/none_empty_road/2_none_empty_167_v3.jpg,1
245,/home/royliu/Documents/dataset/traffic/none_empty_road/rot__2_none_empty_519_v3.jpg,1
246,/home/royliu/Documents/dataset/traffic/none_empty_road/v13_none_empty_237.jpg,1
247,/home/royliu/Documents/dataset/traffic/none_empty_road/rot__2_none_empty_120_v3.jpg,1
248,/home/royliu/Documents/dataset/traffic/none_empty_road/v13_none_empty_439.jpg,1
249,/home/royliu/Documents/dataset/traffic/none_empty_road/0_none_empty_130_v3.jpg,1
250,/home/royliu/Documents/dataset/traffic/none_empty_road/blur__2_none_empty_824_v3.jpg,1
251,/home/royliu/Documents/dataset/traffic/none_empty_road/2_none_empty_536_v3.jpg,1
252,/home/royliu/Documents/dataset/traffic/none_empty_road/3_none_empty_7.jpg,1
253,/home/royliu/Documents/dataset/traffic/none_empty_road/0_none_empty_356_v3.jpg,1
254,/home/royliu/Documents/dataset/traffic/none_empty_road/v1lur__19_none_empty_12.jpg,1
255,/home/royliu/Documents/dataset/traffic/none_empty_road/2_none_empty_80_v3.jpg,1
256,/home/royliu/Documents/dataset/traffic/none_empty_road/v13_none_empty_515.jpg,1
257,/home/royliu/Documents/dataset/traffic/none_empty_road/v1lip__13_none_empty_219.jpg,1
258,/home/royliu/Documents/dataset/traffic/none_empty_road/2_none_empty_375_v3.jpg,1
259,/home/royliu/Documents/dataset/traffic/none_empty_road/2_none_empty_649_v3.jpg,1
260,/home/royliu/Documents/dataset/traffic/none_empty_road/flip__4_none_empty_169.jpg,1
261,/home/royliu/Documents/dataset/traffic/none_empty_road/0_none_empty_109_v3.jpg,1
262,/home/royliu/Documents/dataset/traffic/none_empty_road/light__2_none_empty_625_v3.jpg,1
263,/home/royliu/Documents/dataset/traffic/none_empty_road/2_none_empty_469_v3.jpg,1
264,/home/royliu/Documents/dataset/traffic/none_empty_road/flip__0_none_empty_329_v3.jpg,1
265,/home/royliu/Documents/dataset/traffic/none_empty_road/0_none_empty_200_v3.jpg,1
266,/home/royliu/Documents/dataset/traffic/none_empty_road/light__2_none_empty_527_v3.jpg,1
267,/home/royliu/Documents/dataset/traffic/none_empty_road/v13_none_empty_99.jpg,1
268,/home/royliu/Documents/dataset/traffic/none_empty_road/blur__2_none_empty_304_v3.jpg,1
269,/home/royliu/Documents/dataset/traffic/none_empty_road/v13_none_empty_319.jpg,1
270,/home/royliu/Documents/dataset/traffic/none_empty_road/v1ight__23_none_empty_1.jpg,1
271,/home/royliu/Documents/dataset/traffic/none_empty_road/2_none_empty_937_v3.jpg,1
272,/home/royliu/Documents/dataset/traffic/none_empty_road/blur__2_none_empty_631_v3.jpg,1
273,/home/royliu/Documents/dataset/traffic/none_empty_road/2_none_empty_627_v3.jpg,1
274,/home/royliu/Documents/dataset/traffic/none_empty_road/v1ot__5_none_empty_162.jpg,1
275,/home/royliu/Documents/dataset/traffic/none_empty_road/v13_none_empty_438.jpg,1
276,/home/royliu/Documents/dataset/traffic/none_empty_road/v13_none_empty_397.jpg,1
277,/home/royliu/Documents/dataset/traffic/none_empty_road/v1ot__13_none_empty_229.jpg,1
278,/home/royliu/Documents/dataset/traffic/none_empty_road/rot__4_none_empty_40.jpg,1
279,/home/royliu/Documents/dataset/traffic/none_empty_road/v1ot__13_none_empty_518.jpg,1
280,/home/royliu/Documents/dataset/traffic/none_empty_road/2_none_empty_684_v3.jpg,1
281,/home/royliu/Documents/dataset/traffic/none_empty_road/rot__2_none_empty_478_v3.jpg,1
282,/home/royliu/Documents/dataset/traffic/none_empty_road/0_none_empty_34.jpg,1
283,/home/royliu/Documents/dataset/traffic/none_empty_road/0_none_empty_260_v3.jpg,1
284,/home/royliu/Documents/dataset/traffic/none_empty_road/v1ot__23_none_empty_202.jpg,1
285,/home/royliu/Documents/dataset/traffic/none_empty_road/rot__2_none_empty_945_v3.jpg,1
286,/home/royliu/Documents/dataset/traffic/none_empty_road/v1ot__9_none_empty_24.jpg,1
287,/home/royliu/Documents/dataset/traffic/none_empty_road/v1_none_empty_248.jpg,1
288,/home/royliu/Documents/dataset/traffic/none_empty_road/v1ot__21_none_empty_33.jpg,1
289,/home/royliu/Documents/dataset/traffic/none_empty_road/2_none_empty_388_v3.jpg,1
290,/home/royliu/Documents/dataset/traffic/none_empty_road/v13_none_empty_400.jpg,1
291,/home/royliu/Documents/dataset/traffic/none_empty_road/2_none_empty_114_v3.jpg,1
292,/home/royliu/Documents/dataset/traffic/none_empty_road/v15_none_empty_66.jpg,1
293,/home/royliu/Documents/dataset/traffic/none_empty_road/v13_none_empty_581.jpg,1
294,/home/royliu/Documents/dataset/traffic/none_empty_road/v1ight__9_none_empty_24.jpg,1
295,/home/royliu/Documents/dataset/traffic/none_empty_road/blur__11_none_empty_22.jpg,1
296,/home/royliu/Documents/dataset/traffic/none_empty_road/v13_none_empty_161.jpg,1
297,/home/royliu/Documents/dataset/traffic/none_empty_road/v1ot__7_none_empty_114.jpg,1
298,/home/royliu/Documents/dataset/traffic/none_empty_road/v17_none_empty_13.jpg,1
299,/home/royliu/Documents/dataset/traffic/none_empty_road/v1ight__15_none_empty_163.jpg,1
300,/home/royliu/Documents/dataset/traffic/none_empty_road/v1ot__21_none_empty_73.jpg,1
301,/home/royliu/Documents/dataset/traffic/none_empty_road/v1lip__3_none_empty_7.jpg,1
