num,path,nonempty_road
560,/home/royliu/./Documents/datasets/traffic/video2/./nonempty_road/video2_560.jpg,1
570,/home/royliu/./Documents/datasets/traffic/video2/./nonempty_road/video2_570.jpg,1
580,/home/royliu/./Documents/datasets/traffic/video2/./nonempty_road/video2_580.jpg,1
590,/home/royliu/./Documents/datasets/traffic/video2/./nonempty_road/video2_590.jpg,1
600,/home/royliu/./Documents/datasets/traffic/video2/./nonempty_road/video2_600.jpg,1
610,/home/royliu/./Documents/datasets/traffic/video2/./nonempty_road/video2_610.jpg,1
620,/home/royliu/./Documents/datasets/traffic/video2/./nonempty_road/video2_620.jpg,1
630,/home/royliu/./Documents/datasets/traffic/video2/./nonempty_road/video2_630.jpg,1
640,/home/royliu/./Documents/datasets/traffic/video2/./nonempty_road/video2_640.jpg,1
650,/home/royliu/./Documents/datasets/traffic/video2/./nonempty_road/video2_650.jpg,1
660,/home/royliu/./Documents/datasets/traffic/video2/./nonempty_road/video2_660.jpg,1
670,/home/royliu/./Documents/datasets/traffic/video2/./nonempty_road/video2_670.jpg,1
680,/home/royliu/./Documents/datasets/traffic/video2/./nonempty_road/video2_680.jpg,1
690,/home/royliu/./Documents/datasets/traffic/video2/./nonempty_road/video2_690.jpg,1
700,/home/royliu/./Documents/datasets/traffic/video2/./nonempty_road/video2_700.jpg,1
710,/home/royliu/./Documents/datasets/traffic/video2/./nonempty_road/video2_710.jpg,1
720,/home/royliu/./Documents/datasets/traffic/video2/./nonempty_road/video2_720.jpg,1
730,/home/royliu/./Documents/datasets/traffic/video2/./nonempty_road/video2_730.jpg,1
740,/home/royliu/./Documents/datasets/traffic/video2/./nonempty_road/video2_740.jpg,1
750,/home/royliu/./Documents/datasets/traffic/video2/./nonempty_road/video2_750.jpg,1
760,/home/royliu/./Documents/datasets/traffic/video2/./nonempty_road/video2_760.jpg,1
770,/home/royliu/./Documents/datasets/traffic/video2/./nonempty_road/video2_770.jpg,1
780,/home/royliu/./Documents/datasets/traffic/video2/./nonempty_road/video2_780.jpg,1
790,/home/royliu/./Documents/datasets/traffic/video2/./nonempty_road/video2_790.jpg,1
800,/home/royliu/./Documents/datasets/traffic/video2/./nonempty_road/video2_800.jpg,1
810,/home/royliu/./Documents/datasets/traffic/video2/./nonempty_road/video2_810.jpg,1
820,/home/royliu/./Documents/datasets/traffic/video2/./nonempty_road/video2_820.jpg,1
830,/home/royliu/./Documents/datasets/traffic/video2/./nonempty_road/video2_830.jpg,1
840,/home/royliu/./Documents/datasets/traffic/video2/./nonempty_road/video2_840.jpg,1
850,/home/royliu/./Documents/datasets/traffic/video2/./nonempty_road/video2_850.jpg,1
860,/home/royliu/./Documents/datasets/traffic/video2/./nonempty_road/video2_860.jpg,1
870,/home/royliu/./Documents/datasets/traffic/video2/./nonempty_road/video2_870.jpg,1
880,/home/royliu/./Documents/datasets/traffic/video2/./nonempty_road/video2_880.jpg,1
890,/home/royliu/./Documents/datasets/traffic/video2/./nonempty_road/video2_890.jpg,1
900,/home/royliu/./Documents/datasets/traffic/video2/./nonempty_road/video2_900.jpg,1
910,/home/royliu/./Documents/datasets/traffic/video2/./nonempty_road/video2_910.jpg,1
920,/home/royliu/./Documents/datasets/traffic/video2/./nonempty_road/video2_920.jpg,1
930,/home/royliu/./Documents/datasets/traffic/video2/./nonempty_road/video2_930.jpg,1
940,/home/royliu/./Documents/datasets/traffic/video2/./nonempty_road/video2_940.jpg,1
950,/home/royliu/./Documents/datasets/traffic/video2/./nonempty_road/video2_950.jpg,1
960,/home/royliu/./Documents/datasets/traffic/video2/./nonempty_road/video2_960.jpg,1
970,/home/royliu/./Documents/datasets/traffic/video2/./nonempty_road/video2_970.jpg,1
980,/home/royliu/./Documents/datasets/traffic/video2/./nonempty_road/video2_980.jpg,1
990,/home/royliu/./Documents/datasets/traffic/video2/./nonempty_road/video2_990.jpg,1
1000,/home/royliu/./Documents/datasets/traffic/video2/./nonempty_road/video2_1000.jpg,1
1010,/home/royliu/./Documents/datasets/traffic/video2/./nonempty_road/video2_1010.jpg,1
1020,/home/royliu/./Documents/datasets/traffic/video2/./nonempty_road/video2_1020.jpg,1
1030,/home/royliu/./Documents/datasets/traffic/video2/./nonempty_road/video2_1030.jpg,1
1040,/home/royliu/./Documents/datasets/traffic/video2/./nonempty_road/video2_1040.jpg,1
1050,/home/royliu/./Documents/datasets/traffic/video2/./nonempty_road/video2_1050.jpg,1
1060,/home/royliu/./Documents/datasets/traffic/video2/./nonempty_road/video2_1060.jpg,1
1070,/home/royliu/./Documents/datasets/traffic/video2/./nonempty_road/video2_1070.jpg,1
1080,/home/royliu/./Documents/datasets/traffic/video2/./nonempty_road/video2_1080.jpg,1
1090,/home/royliu/./Documents/datasets/traffic/video2/./nonempty_road/video2_1090.jpg,1
1100,/home/royliu/./Documents/datasets/traffic/video2/./nonempty_road/video2_1100.jpg,1
1110,/home/royliu/./Documents/datasets/traffic/video2/./nonempty_road/video2_1110.jpg,1
1120,/home/royliu/./Documents/datasets/traffic/video2/./nonempty_road/video2_1120.jpg,1
1130,/home/royliu/./Documents/datasets/traffic/video2/./nonempty_road/video2_1130.jpg,1
1140,/home/royliu/./Documents/datasets/traffic/video2/./nonempty_road/video2_1140.jpg,1
1150,/home/royliu/./Documents/datasets/traffic/video2/./nonempty_road/video2_1150.jpg,1
1160,/home/royliu/./Documents/datasets/traffic/video2/./nonempty_road/video2_1160.jpg,1
1170,/home/royliu/./Documents/datasets/traffic/video2/./nonempty_road/video2_1170.jpg,1
1180,/home/royliu/./Documents/datasets/traffic/video2/./nonempty_road/video2_1180.jpg,1
1190,/home/royliu/./Documents/datasets/traffic/video2/./nonempty_road/video2_1190.jpg,1
1200,/home/royliu/./Documents/datasets/traffic/video2/./nonempty_road/video2_1200.jpg,1
1210,/home/royliu/./Documents/datasets/traffic/video2/./nonempty_road/video2_1210.jpg,1
1220,/home/royliu/./Documents/datasets/traffic/video2/./nonempty_road/video2_1220.jpg,1
1230,/home/royliu/./Documents/datasets/traffic/video2/./nonempty_road/video2_1230.jpg,1
1240,/home/royliu/./Documents/datasets/traffic/video2/./nonempty_road/video2_1240.jpg,1
1250,/home/royliu/./Documents/datasets/traffic/video2/./nonempty_road/video2_1250.jpg,1
1260,/home/royliu/./Documents/datasets/traffic/video2/./nonempty_road/video2_1260.jpg,1
1270,/home/royliu/./Documents/datasets/traffic/video2/./nonempty_road/video2_1270.jpg,1
1280,/home/royliu/./Documents/datasets/traffic/video2/./nonempty_road/video2_1280.jpg,1
1290,/home/royliu/./Documents/datasets/traffic/video2/./nonempty_road/video2_1290.jpg,1
1300,/home/royliu/./Documents/datasets/traffic/video2/./nonempty_road/video2_1300.jpg,1
1310,/home/royliu/./Documents/datasets/traffic/video2/./nonempty_road/video2_1310.jpg,1
1320,/home/royliu/./Documents/datasets/traffic/video2/./nonempty_road/video2_1320.jpg,1
1330,/home/royliu/./Documents/datasets/traffic/video2/./nonempty_road/video2_1330.jpg,1
1340,/home/royliu/./Documents/datasets/traffic/video2/./nonempty_road/video2_1340.jpg,1
1350,/home/royliu/./Documents/datasets/traffic/video2/./nonempty_road/video2_1350.jpg,1
1360,/home/royliu/./Documents/datasets/traffic/video2/./nonempty_road/video2_1360.jpg,1
1370,/home/royliu/./Documents/datasets/traffic/video2/./nonempty_road/video2_1370.jpg,1
1380,/home/royliu/./Documents/datasets/traffic/video2/./nonempty_road/video2_1380.jpg,1
1390,/home/royliu/./Documents/datasets/traffic/video2/./nonempty_road/video2_1390.jpg,1
1400,/home/royliu/./Documents/datasets/traffic/video2/./nonempty_road/video2_1400.jpg,1
1410,/home/royliu/./Documents/datasets/traffic/video2/./nonempty_road/video2_1410.jpg,1
1420,/home/royliu/./Documents/datasets/traffic/video2/./nonempty_road/video2_1420.jpg,1
1430,/home/royliu/./Documents/datasets/traffic/video2/./nonempty_road/video2_1430.jpg,1
1440,/home/royliu/./Documents/datasets/traffic/video2/./nonempty_road/video2_1440.jpg,1
1450,/home/royliu/./Documents/datasets/traffic/video2/./nonempty_road/video2_1450.jpg,1
1460,/home/royliu/./Documents/datasets/traffic/video2/./nonempty_road/video2_1460.jpg,1
1470,/home/royliu/./Documents/datasets/traffic/video2/./nonempty_road/video2_1470.jpg,1
1480,/home/royliu/./Documents/datasets/traffic/video2/./nonempty_road/video2_1480.jpg,1
1490,/home/royliu/./Documents/datasets/traffic/video2/./nonempty_road/video2_1490.jpg,1
1500,/home/royliu/./Documents/datasets/traffic/video2/./nonempty_road/video2_1500.jpg,1
1510,/home/royliu/./Documents/datasets/traffic/video2/./nonempty_road/video2_1510.jpg,1
1520,/home/royliu/./Documents/datasets/traffic/video2/./nonempty_road/video2_1520.jpg,1
1530,/home/royliu/./Documents/datasets/traffic/video2/./nonempty_road/video2_1530.jpg,1
1540,/home/royliu/./Documents/datasets/traffic/video2/./nonempty_road/video2_1540.jpg,1
1550,/home/royliu/./Documents/datasets/traffic/video2/./nonempty_road/video2_1550.jpg,1
1560,/home/royliu/./Documents/datasets/traffic/video2/./nonempty_road/video2_1560.jpg,1
1570,/home/royliu/./Documents/datasets/traffic/video2/./nonempty_road/video2_1570.jpg,1
1580,/home/royliu/./Documents/datasets/traffic/video2/./nonempty_road/video2_1580.jpg,1
1590,/home/royliu/./Documents/datasets/traffic/video2/./nonempty_road/video2_1590.jpg,1
1600,/home/royliu/./Documents/datasets/traffic/video2/./nonempty_road/video2_1600.jpg,1
1610,/home/royliu/./Documents/datasets/traffic/video2/./nonempty_road/video2_1610.jpg,1
1620,/home/royliu/./Documents/datasets/traffic/video2/./nonempty_road/video2_1620.jpg,1
1630,/home/royliu/./Documents/datasets/traffic/video2/./nonempty_road/video2_1630.jpg,1
1640,/home/royliu/./Documents/datasets/traffic/video2/./nonempty_road/video2_1640.jpg,1
1650,/home/royliu/./Documents/datasets/traffic/video2/./nonempty_road/video2_1650.jpg,1
1660,/home/royliu/./Documents/datasets/traffic/video2/./nonempty_road/video2_1660.jpg,1
1670,/home/royliu/./Documents/datasets/traffic/video2/./nonempty_road/video2_1670.jpg,1
1680,/home/royliu/./Documents/datasets/traffic/video2/./nonempty_road/video2_1680.jpg,1
1690,/home/royliu/./Documents/datasets/traffic/video2/./nonempty_road/video2_1690.jpg,1
1700,/home/royliu/./Documents/datasets/traffic/video2/./nonempty_road/video2_1700.jpg,1
1710,/home/royliu/./Documents/datasets/traffic/video2/./nonempty_road/video2_1710.jpg,1
1720,/home/royliu/./Documents/datasets/traffic/video2/./nonempty_road/video2_1720.jpg,1
1730,/home/royliu/./Documents/datasets/traffic/video2/./nonempty_road/video2_1730.jpg,1
1740,/home/royliu/./Documents/datasets/traffic/video2/./nonempty_road/video2_1740.jpg,1
1750,/home/royliu/./Documents/datasets/traffic/video2/./nonempty_road/video2_1750.jpg,1
1760,/home/royliu/./Documents/datasets/traffic/video2/./nonempty_road/video2_1760.jpg,1
1770,/home/royliu/./Documents/datasets/traffic/video2/./nonempty_road/video2_1770.jpg,1
1780,/home/royliu/./Documents/datasets/traffic/video2/./nonempty_road/video2_1780.jpg,1
1790,/home/royliu/./Documents/datasets/traffic/video2/./nonempty_road/video2_1790.jpg,1
1800,/home/royliu/./Documents/datasets/traffic/video2/./nonempty_road/video2_1800.jpg,1
1810,/home/royliu/./Documents/datasets/traffic/video2/./nonempty_road/video2_1810.jpg,1
1820,/home/royliu/./Documents/datasets/traffic/video2/./nonempty_road/video2_1820.jpg,1
1830,/home/royliu/./Documents/datasets/traffic/video2/./nonempty_road/video2_1830.jpg,1
1840,/home/royliu/./Documents/datasets/traffic/video2/./nonempty_road/video2_1840.jpg,1
1850,/home/royliu/./Documents/datasets/traffic/video2/./nonempty_road/video2_1850.jpg,1
1860,/home/royliu/./Documents/datasets/traffic/video2/./nonempty_road/video2_1860.jpg,1
1870,/home/royliu/./Documents/datasets/traffic/video2/./nonempty_road/video2_1870.jpg,1
1880,/home/royliu/./Documents/datasets/traffic/video2/./nonempty_road/video2_1880.jpg,1
1890,/home/royliu/./Documents/datasets/traffic/video2/./nonempty_road/video2_1890.jpg,1
1900,/home/royliu/./Documents/datasets/traffic/video2/./nonempty_road/video2_1900.jpg,1
1910,/home/royliu/./Documents/datasets/traffic/video2/./nonempty_road/video2_1910.jpg,1
1920,/home/royliu/./Documents/datasets/traffic/video2/./nonempty_road/video2_1920.jpg,1
1930,/home/royliu/./Documents/datasets/traffic/video2/./nonempty_road/video2_1930.jpg,1
1940,/home/royliu/./Documents/datasets/traffic/video2/./nonempty_road/video2_1940.jpg,1
1950,/home/royliu/./Documents/datasets/traffic/video2/./nonempty_road/video2_1950.jpg,1
1960,/home/royliu/./Documents/datasets/traffic/video2/./nonempty_road/video2_1960.jpg,1
1970,/home/royliu/./Documents/datasets/traffic/video2/./nonempty_road/video2_1970.jpg,1
1980,/home/royliu/./Documents/datasets/traffic/video2/./nonempty_road/video2_1980.jpg,1
1990,/home/royliu/./Documents/datasets/traffic/video2/./nonempty_road/video2_1990.jpg,1
2000,/home/royliu/./Documents/datasets/traffic/video2/./nonempty_road/video2_2000.jpg,1
2010,/home/royliu/./Documents/datasets/traffic/video2/./nonempty_road/video2_2010.jpg,1
2020,/home/royliu/./Documents/datasets/traffic/video2/./nonempty_road/video2_2020.jpg,1
2030,/home/royliu/./Documents/datasets/traffic/video2/./nonempty_road/video2_2030.jpg,1
2040,/home/royliu/./Documents/datasets/traffic/video2/./nonempty_road/video2_2040.jpg,1
2050,/home/royliu/./Documents/datasets/traffic/video2/./nonempty_road/video2_2050.jpg,1
2060,/home/royliu/./Documents/datasets/traffic/video2/./nonempty_road/video2_2060.jpg,1
2070,/home/royliu/./Documents/datasets/traffic/video2/./nonempty_road/video2_2070.jpg,1
2080,/home/royliu/./Documents/datasets/traffic/video2/./nonempty_road/video2_2080.jpg,1
2090,/home/royliu/./Documents/datasets/traffic/video2/./nonempty_road/video2_2090.jpg,1
2100,/home/royliu/./Documents/datasets/traffic/video2/./nonempty_road/video2_2100.jpg,1
2110,/home/royliu/./Documents/datasets/traffic/video2/./nonempty_road/video2_2110.jpg,1
2120,/home/royliu/./Documents/datasets/traffic/video2/./nonempty_road/video2_2120.jpg,1
2130,/home/royliu/./Documents/datasets/traffic/video2/./nonempty_road/video2_2130.jpg,1
2140,/home/royliu/./Documents/datasets/traffic/video2/./nonempty_road/video2_2140.jpg,1
2150,/home/royliu/./Documents/datasets/traffic/video2/./nonempty_road/video2_2150.jpg,1
2160,/home/royliu/./Documents/datasets/traffic/video2/./nonempty_road/video2_2160.jpg,1
2170,/home/royliu/./Documents/datasets/traffic/video2/./nonempty_road/video2_2170.jpg,1
2180,/home/royliu/./Documents/datasets/traffic/video2/./nonempty_road/video2_2180.jpg,1
2190,/home/royliu/./Documents/datasets/traffic/video2/./nonempty_road/video2_2190.jpg,1
2200,/home/royliu/./Documents/datasets/traffic/video2/./nonempty_road/video2_2200.jpg,1
2210,/home/royliu/./Documents/datasets/traffic/video2/./nonempty_road/video2_2210.jpg,1
2220,/home/royliu/./Documents/datasets/traffic/video2/./nonempty_road/video2_2220.jpg,1
2230,/home/royliu/./Documents/datasets/traffic/video2/./nonempty_road/video2_2230.jpg,1
2240,/home/royliu/./Documents/datasets/traffic/video2/./nonempty_road/video2_2240.jpg,1
2250,/home/royliu/./Documents/datasets/traffic/video2/./nonempty_road/video2_2250.jpg,1
2260,/home/royliu/./Documents/datasets/traffic/video2/./nonempty_road/video2_2260.jpg,1
2270,/home/royliu/./Documents/datasets/traffic/video2/./nonempty_road/video2_2270.jpg,1
2280,/home/royliu/./Documents/datasets/traffic/video2/./nonempty_road/video2_2280.jpg,1
2290,/home/royliu/./Documents/datasets/traffic/video2/./nonempty_road/video2_2290.jpg,1
2300,/home/royliu/./Documents/datasets/traffic/video2/./nonempty_road/video2_2300.jpg,1
2310,/home/royliu/./Documents/datasets/traffic/video2/./nonempty_road/video2_2310.jpg,1
2320,/home/royliu/./Documents/datasets/traffic/video2/./nonempty_road/video2_2320.jpg,1
2330,/home/royliu/./Documents/datasets/traffic/video2/./nonempty_road/video2_2330.jpg,1
2340,/home/royliu/./Documents/datasets/traffic/video2/./nonempty_road/video2_2340.jpg,1
2350,/home/royliu/./Documents/datasets/traffic/video2/./nonempty_road/video2_2350.jpg,1
2360,/home/royliu/./Documents/datasets/traffic/video2/./nonempty_road/video2_2360.jpg,1
2370,/home/royliu/./Documents/datasets/traffic/video2/./nonempty_road/video2_2370.jpg,1
2380,/home/royliu/./Documents/datasets/traffic/video2/./nonempty_road/video2_2380.jpg,1
2390,/home/royliu/./Documents/datasets/traffic/video2/./nonempty_road/video2_2390.jpg,1
2400,/home/royliu/./Documents/datasets/traffic/video2/./nonempty_road/video2_2400.jpg,1
2410,/home/royliu/./Documents/datasets/traffic/video2/./nonempty_road/video2_2410.jpg,1
2420,/home/royliu/./Documents/datasets/traffic/video2/./nonempty_road/video2_2420.jpg,1
2430,/home/royliu/./Documents/datasets/traffic/video2/./nonempty_road/video2_2430.jpg,1
2440,/home/royliu/./Documents/datasets/traffic/video2/./nonempty_road/video2_2440.jpg,1
2450,/home/royliu/./Documents/datasets/traffic/video2/./nonempty_road/video2_2450.jpg,1
2460,/home/royliu/./Documents/datasets/traffic/video2/./nonempty_road/video2_2460.jpg,1
2470,/home/royliu/./Documents/datasets/traffic/video2/./nonempty_road/video2_2470.jpg,1
2480,/home/royliu/./Documents/datasets/traffic/video2/./nonempty_road/video2_2480.jpg,1
2490,/home/royliu/./Documents/datasets/traffic/video2/./nonempty_road/video2_2490.jpg,1
2500,/home/royliu/./Documents/datasets/traffic/video2/./nonempty_road/video2_2500.jpg,1
2510,/home/royliu/./Documents/datasets/traffic/video2/./nonempty_road/video2_2510.jpg,1
2520,/home/royliu/./Documents/datasets/traffic/video2/./nonempty_road/video2_2520.jpg,1
2530,/home/royliu/./Documents/datasets/traffic/video2/./nonempty_road/video2_2530.jpg,1
2540,/home/royliu/./Documents/datasets/traffic/video2/./nonempty_road/video2_2540.jpg,1
2550,/home/royliu/./Documents/datasets/traffic/video2/./nonempty_road/video2_2550.jpg,1
2560,/home/royliu/./Documents/datasets/traffic/video2/./nonempty_road/video2_2560.jpg,1
2570,/home/royliu/./Documents/datasets/traffic/video2/./nonempty_road/video2_2570.jpg,1
2580,/home/royliu/./Documents/datasets/traffic/video2/./nonempty_road/video2_2580.jpg,1
2590,/home/royliu/./Documents/datasets/traffic/video2/./nonempty_road/video2_2590.jpg,1
2600,/home/royliu/./Documents/datasets/traffic/video2/./nonempty_road/video2_2600.jpg,1
2610,/home/royliu/./Documents/datasets/traffic/video2/./nonempty_road/video2_2610.jpg,1
2620,/home/royliu/./Documents/datasets/traffic/video2/./nonempty_road/video2_2620.jpg,1
2630,/home/royliu/./Documents/datasets/traffic/video2/./nonempty_road/video2_2630.jpg,1
2640,/home/royliu/./Documents/datasets/traffic/video2/./nonempty_road/video2_2640.jpg,1
2650,/home/royliu/./Documents/datasets/traffic/video2/./nonempty_road/video2_2650.jpg,1
2660,/home/royliu/./Documents/datasets/traffic/video2/./nonempty_road/video2_2660.jpg,1
2670,/home/royliu/./Documents/datasets/traffic/video2/./nonempty_road/video2_2670.jpg,1
2680,/home/royliu/./Documents/datasets/traffic/video2/./nonempty_road/video2_2680.jpg,1
2690,/home/royliu/./Documents/datasets/traffic/video2/./nonempty_road/video2_2690.jpg,1
2700,/home/royliu/./Documents/datasets/traffic/video2/./nonempty_road/video2_2700.jpg,1
2710,/home/royliu/./Documents/datasets/traffic/video2/./nonempty_road/video2_2710.jpg,1
2720,/home/royliu/./Documents/datasets/traffic/video2/./nonempty_road/video2_2720.jpg,1
2730,/home/royliu/./Documents/datasets/traffic/video2/./nonempty_road/video2_2730.jpg,1
2740,/home/royliu/./Documents/datasets/traffic/video2/./nonempty_road/video2_2740.jpg,1
2750,/home/royliu/./Documents/datasets/traffic/video2/./nonempty_road/video2_2750.jpg,1
2760,/home/royliu/./Documents/datasets/traffic/video2/./nonempty_road/video2_2760.jpg,1
2770,/home/royliu/./Documents/datasets/traffic/video2/./nonempty_road/video2_2770.jpg,1
2780,/home/royliu/./Documents/datasets/traffic/video2/./nonempty_road/video2_2780.jpg,1
2790,/home/royliu/./Documents/datasets/traffic/video2/./nonempty_road/video2_2790.jpg,1
2800,/home/royliu/./Documents/datasets/traffic/video2/./nonempty_road/video2_2800.jpg,1
2810,/home/royliu/./Documents/datasets/traffic/video2/./nonempty_road/video2_2810.jpg,1
2820,/home/royliu/./Documents/datasets/traffic/video2/./nonempty_road/video2_2820.jpg,1
2830,/home/royliu/./Documents/datasets/traffic/video2/./nonempty_road/video2_2830.jpg,1
2840,/home/royliu/./Documents/datasets/traffic/video2/./nonempty_road/video2_2840.jpg,1
2850,/home/royliu/./Documents/datasets/traffic/video2/./nonempty_road/video2_2850.jpg,1
2860,/home/royliu/./Documents/datasets/traffic/video2/./nonempty_road/video2_2860.jpg,1
2870,/home/royliu/./Documents/datasets/traffic/video2/./nonempty_road/video2_2870.jpg,1
2880,/home/royliu/./Documents/datasets/traffic/video2/./nonempty_road/video2_2880.jpg,1
2890,/home/royliu/./Documents/datasets/traffic/video2/./nonempty_road/video2_2890.jpg,1
2900,/home/royliu/./Documents/datasets/traffic/video2/./nonempty_road/video2_2900.jpg,1
2910,/home/royliu/./Documents/datasets/traffic/video2/./nonempty_road/video2_2910.jpg,1
2920,/home/royliu/./Documents/datasets/traffic/video2/./nonempty_road/video2_2920.jpg,1
2930,/home/royliu/./Documents/datasets/traffic/video2/./nonempty_road/video2_2930.jpg,1
2940,/home/royliu/./Documents/datasets/traffic/video2/./nonempty_road/video2_2940.jpg,1
2950,/home/royliu/./Documents/datasets/traffic/video2/./nonempty_road/video2_2950.jpg,1
2960,/home/royliu/./Documents/datasets/traffic/video2/./nonempty_road/video2_2960.jpg,1
2970,/home/royliu/./Documents/datasets/traffic/video2/./nonempty_road/video2_2970.jpg,1
2980,/home/royliu/./Documents/datasets/traffic/video2/./nonempty_road/video2_2980.jpg,1
2990,/home/royliu/./Documents/datasets/traffic/video2/./nonempty_road/video2_2990.jpg,1
3000,/home/royliu/./Documents/datasets/traffic/video2/./nonempty_road/video2_3000.jpg,1
3010,/home/royliu/./Documents/datasets/traffic/video2/./nonempty_road/video2_3010.jpg,1
3020,/home/royliu/./Documents/datasets/traffic/video2/./nonempty_road/video2_3020.jpg,1
3030,/home/royliu/./Documents/datasets/traffic/video2/./nonempty_road/video2_3030.jpg,1
3040,/home/royliu/./Documents/datasets/traffic/video2/./nonempty_road/video2_3040.jpg,1
3050,/home/royliu/./Documents/datasets/traffic/video2/./nonempty_road/video2_3050.jpg,1
3060,/home/royliu/./Documents/datasets/traffic/video2/./nonempty_road/video2_3060.jpg,1
3070,/home/royliu/./Documents/datasets/traffic/video2/./nonempty_road/video2_3070.jpg,1
